Sys_time,laccx,y,z,lacc_accu,grax,y,z,gra_accu,gyrx,y,z,gyr_accu,accx,y,z,acc_accu,magx,y,z,mag_accu,ori,rv_x,rv_y,rv_z,rv_s,rv_head_acc,rv_accu,gamerv_x,gamerv_y,gamerv_z,gamerv_s,gamerv_accu,lon,lat,speed,bearing,gps_time,step
1649405374587,-1.3022,-0.7927,-0.7931,3.00,0.0745,1.3536,9.7125,3.00,0.0997,-0.2931,0.1478,3.00,-1.2288,0.8176,8.4009,3.00,6.8686,25.2540,-48.5682,3.00,0.4471,0.0264,-0.0630,-0.9150,0.3977,0.00,3.00,0.0520,0.0458,0.7002,0.7106,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374606,-1.3442,-0.5339,-1.3261,3.00,0.1152,1.3495,9.7127,3.00,-0.0102,-0.2143,0.1655,3.00,-1.0947,1.0115,8.2130,3.00,6.6978,24.9734,-48.8854,3.00,359.6643,0.0240,-0.0650,-0.9154,0.3966,0.00,3.00,0.0532,0.0443,0.7010,0.7098,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374625,-1.2296,-0.3240,-1.5082,3.00,0.1348,1.3346,9.7145,3.00,-0.0701,-0.1092,0.1387,3.00,-1.0360,1.1180,8.3853,3.00,6.5148,24.7416,-49.0928,3.00,359.1768,0.0220,-0.0656,-0.9156,0.3960,0.00,3.00,0.0533,0.0431,0.7021,0.7088,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374645,-1.1907,-0.2216,-1.3280,3.00,0.1547,1.3396,9.7135,3.00,0.0276,-0.1165,0.0904,3.00,-1.2407,1.1982,8.4153,3.00,6.3562,24.5342,-49.1538,3.00,1.6180,0.0207,-0.0654,-0.9161,0.3949,0.00,3.00,0.0541,0.0426,0.7030,0.7078,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374664,-1.4204,-0.1752,-1.2862,3.00,0.1798,1.3744,9.7082,3.00,0.1761,-0.1446,0.1167,3.00,-1.4083,1.4221,8.0059,3.00,6.2342,24.4122,-49.3002,3.00,4.2129,0.0197,-0.0660,-0.9168,0.3934,0.00,3.00,0.0563,0.0430,0.7035,0.7071,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374684,-1.6095,0.0060,-1.6804,3.00,0.2015,1.4184,9.7014,3.00,0.2176,-0.1220,0.1851,3.00,-1.2096,1.6268,7.2685,3.00,6.2342,24.4122,-49.3002,3.00,3.2204,0.0191,-0.0682,-0.9176,0.3910,0.00,3.00,0.0586,0.0439,0.7041,0.7063,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374703,-1.4178,0.1833,-2.4015,3.00,0.2088,1.4475,9.6970,3.00,0.1376,-0.0383,0.2211,3.00,-1.0241,1.7680,7.0410,3.00,6.0878,24.2414,-49.4954,3.00,1.7714,0.0189,-0.0708,-0.9179,0.3900,0.00,3.00,0.0599,0.0448,0.7053,0.7050,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374723,-1.2135,0.3118,-2.6144,3.00,0.1902,1.4623,9.6951,3.00,0.0619,0.1022,0.2584,3.00,-1.0325,1.8351,7.6551,3.00,6.0512,24.1560,-49.4344,3.00,0.9990,0.0191,-0.0723,-0.9181,0.3891,0.00,3.00,0.0596,0.0461,0.7068,0.7034,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374742,-1.2135,0.3118,-2.6144,3.00,0.1902,1.4623,9.6951,3.00,0.1040,0.1584,0.3140,3.00,-1.0552,1.6866,8.1615,3.00,6.0512,24.1560,-49.4344,3.00,0.5742,0.0191,-0.0723,-0.9181,0.3891,0.00,3.00,0.0596,0.0461,0.7068,0.7034,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374762,-1.2239,0.1680,-1.4676,3.00,0.1697,1.5276,9.6855,3.00,0.2085,-0.0194,0.3091,3.00,-0.8074,1.7345,7.9532,3.00,6.0878,23.9974,-49.4466,3.00,358.2108,0.0220,-0.0732,-0.9181,0.3888,0.00,3.00,0.0610,0.0496,0.7109,0.6989,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374781,-1.2239,0.1680,-1.4676,3.00,0.1697,1.5276,9.6855,3.00,0.2085,-0.0194,0.3091,3.00,-0.8074,1.7345,7.9532,3.00,6.0878,23.9974,-49.4466,3.00,358.2108,0.0220,-0.0732,-0.9181,0.3888,0.00,3.00,0.0610,0.0496,0.7109,0.6989,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374801,-1.0115,0.1892,-1.6626,3.00,0.2055,1.5557,9.6803,3.00,0.1345,-0.1660,0.2443,3.00,-0.4052,1.9572,7.4480,3.00,6.1000,23.8510,-49.4954,3.00,354.5557,0.0225,-0.0753,-0.9181,0.3886,0.00,3.00,0.0631,0.0496,0.7131,0.6965,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374822,-0.6304,0.4286,-2.1594,3.00,0.2270,1.5404,9.6822,3.00,-0.0933,-0.1049,0.1112,3.00,0.5776,1.8662,7.7006,3.00,6.1488,23.6802,-49.5930,3.00,344.0913,0.0212,-0.0774,-0.9184,0.3874,0.00,3.00,0.0632,0.0484,0.7148,0.6948,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374841,0.3452,0.3846,-1.9048,3.00,0.2344,1.4945,9.6893,3.00,-0.2503,-0.0469,-0.1246,3.00,-0.0473,2.1391,8.9946,3.00,6.2342,23.5704,-49.5686,3.00,350.1508,0.0197,-0.0772,-0.9194,0.3852,0.00,3.00,0.0618,0.0465,0.7156,0.6942,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374861,-0.3054,0.6774,-0.6105,3.00,0.2605,1.4749,9.6916,3.00,-0.1202,-0.1532,-0.0977,3.00,-0.0006,2.3941,9.6841,3.00,6.2830,23.5460,-49.5686,3.00,349.7574,0.0182,-0.0752,-0.9210,0.3819,0.00,3.00,0.0621,0.0448,0.7147,0.6952,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374880,-0.3147,0.9323,0.0796,3.00,0.3169,1.4748,9.6899,3.00,-0.0261,-0.3047,-0.0849,3.00,0.1167,2.4085,9.5644,3.00,6.2708,23.5582,-49.5564,3.00,348.8639,0.0163,-0.0748,-0.9225,0.3783,0.00,3.00,0.0642,0.0427,0.7140,0.6959,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374900,-0.2530,0.9728,-0.0426,3.00,0.3730,1.4483,9.6919,3.00,-0.1629,-0.3120,-0.1588,3.00,0.4543,2.4168,9.7212,3.00,6.1610,23.5460,-49.6418,3.00,346.2934,0.0133,-0.0760,-0.9238,0.3750,0.00,3.00,0.0654,0.0396,0.7132,0.6967,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374919,0.0332,1.0506,0.1050,3.00,0.4248,1.3781,9.7000,3.00,-0.3859,-0.2876,-0.1955,3.00,0.4698,2.3223,10.7950,3.00,5.9658,23.5460,-49.5930,3.00,346.3320,0.0099,-0.0758,-0.9253,0.3715,0.00,3.00,0.0648,0.0351,0.7121,0.6982,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374939,0.0104,1.0390,1.1625,3.00,0.4632,1.2936,9.7099,3.00,-0.4531,-0.2155,-0.1576,3.00,0.3262,1.9991,12.0339,3.00,5.6974,23.6802,-49.6052,3.00,347.3866,0.0058,-0.0735,-0.9267,0.3684,0.00,3.00,0.0633,0.0305,0.7106,0.7001,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374958,-0.1785,0.7882,2.3819,3.00,0.5081,1.2191,9.7173,3.00,-0.3896,-0.2436,-0.0837,3.00,0.2807,1.5047,12.4912,3.00,5.4900,23.9608,-49.5198,3.00,347.4664,0.0023,-0.0702,-0.9279,0.3663,0.00,3.00,0.0623,0.0260,0.7094,0.7015,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374977,-0.2764,0.3696,2.8186,3.00,0.5600,1.1411,9.7239,3.00,-0.3932,-0.2753,-0.0348,3.00,0.8852,1.1264,12.5044,3.00,5.2216,24.2780,-49.3612,3.00,343.0654,-0.0013,-0.0675,-0.9283,0.3657,0.00,3.00,0.0614,0.0213,0.7088,0.7024,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405374997,-0.2764,0.3696,2.8186,3.00,0.5600,1.1411,9.7239,3.00,-0.3932,-0.2753,-0.0348,3.00,0.8852,1.1264,12.5044,3.00,5.2216,24.2780,-49.3612,3.00,343.0654,-0.0013,-0.0675,-0.9283,0.3657,0.00,3.00,0.0614,0.0213,0.7088,0.7024,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375016,0.9598,-0.1983,3.0241,3.00,0.6583,0.9990,9.7334,3.00,-0.2961,-0.2210,-0.3067,3.00,1.6980,0.7051,12.9904,3.00,4.5628,24.8636,-49.1172,3.00,338.3336,-0.0094,-0.0618,-0.9280,0.3674,0.00,3.00,0.0598,0.0124,0.7074,0.7041,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375035,1.0152,-0.3053,3.2657,3.00,0.6833,1.0109,9.7304,3.00,0.0392,-0.1599,-0.5327,3.00,1.2814,1.0522,12.6696,3.00,4.1846,25.1808,-48.9708,3.00,342.6351,-0.0124,-0.0598,-0.9278,0.3680,0.00,3.00,0.0612,0.0118,0.7049,0.7066,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375055,0.5643,-0.0489,2.9422,3.00,0.7164,1.1001,9.7184,3.00,0.4113,-0.2240,-0.6182,3.00,0.5488,1.3527,11.3827,3.00,3.7820,25.4248,-48.7634,3.00,348.8098,-0.0135,-0.0609,-0.9280,0.3672,0.00,3.00,0.0657,0.0134,0.7007,0.7103,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375074,-0.1594,0.1387,1.6598,3.00,0.7070,1.2118,9.7058,3.00,0.5206,-0.0249,-0.5498,3.00,0.2268,1.4796,10.1653,3.00,3.4526,25.6810,-48.6902,3.00,352.0298,-0.0135,-0.0657,-0.9284,0.3655,0.00,3.00,0.0696,0.0173,0.6958,0.7146,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375094,-0.4025,0.1768,0.4463,3.00,0.6281,1.3002,9.6998,3.00,0.4137,0.3361,-0.3745,3.00,-0.0473,1.3598,10.0863,3.00,3.1110,25.8030,-48.6170,3.00,354.8628,-0.0111,-0.0709,-0.9287,0.3639,0.00,3.00,0.0702,0.0230,0.6917,0.7184,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375113,-0.5537,0.0069,0.3652,3.00,0.5053,1.3500,9.7001,3.00,0.2414,0.5799,-0.1576,3.00,-0.1466,0.8691,10.6669,3.00,2.8182,25.7786,-48.6780,3.00,355.8547,-0.0057,-0.0736,-0.9287,0.3634,0.00,3.00,0.0677,0.0290,0.6891,0.7209,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375133,-0.5268,-0.5072,0.9391,3.00,0.3792,1.3727,9.7027,3.00,0.1303,0.6220,0.0250,3.00,-0.1191,0.3184,11.3564,3.00,2.6596,25.6932,-48.7512,3.00,355.4594,0.0012,-0.0737,-0.9281,0.3649,0.00,3.00,0.0642,0.0344,0.6883,0.7217,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375152,-0.4208,-1.0854,1.6225,3.00,0.3007,1.3991,9.7017,3.00,0.1688,0.3966,0.1057,3.00,0.3777,-0.0682,11.5048,3.00,2.5986,25.5956,-48.8122,3.00,350.5797,0.0079,-0.0724,-0.9270,0.3679,0.00,3.00,0.0623,0.0383,0.6890,0.7211,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375172,-0.4208,-1.0854,1.6225,3.00,0.3216,1.4597,9.6921,3.00,0.1688,0.3966,0.1057,3.00,0.6290,-0.1568,10.4024,3.00,2.5986,25.3882,-48.9708,3.00,347.3128,0.0079,-0.0724,-0.9270,0.3679,0.00,3.00,0.0623,0.0383,0.6890,0.7211,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375191,0.0547,-1.5339,1.7730,3.00,0.3216,1.4597,9.6921,3.00,0.3477,-0.1061,-0.0086,3.00,0.6290,-0.1568,10.4024,3.00,2.6840,25.1808,-49.1416,3.00,346.9947,0.0124,-0.0721,-0.9256,0.3713,0.00,3.00,0.0653,0.0398,0.6901,0.7197,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375211,0.2086,-1.7067,0.6851,3.00,0.4186,1.5432,9.6754,3.00,0.4589,-0.5026,-0.1283,3.00,0.6470,0.2215,8.5972,3.00,2.7572,24.9002,-49.3368,3.00,346.1404,0.0127,-0.0754,-0.9245,0.3734,0.00,3.00,0.0718,0.0392,0.6899,0.7193,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375231,0.1159,-1.4053,-1.0954,3.00,0.5292,1.6208,9.6573,3.00,0.4113,-0.5826,-0.1888,3.00,0.7787,0.5590,7.2254,3.00,2.7084,24.5830,-49.5320,3.00,344.1966,0.0098,-0.0812,-0.9238,0.3739,0.00,3.00,0.0787,0.0378,0.6885,0.7200,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375250,0.1815,-1.1271,-2.4400,3.00,0.5958,1.6822,9.6429,3.00,0.3135,-0.3664,-0.2272,3.00,1.0109,0.9900,6.8878,3.00,2.7206,24.2902,-49.6662,3.00,342.2345,0.0060,-0.0871,-0.9235,0.3735,0.00,3.00,0.0834,0.0373,0.6864,0.7214,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375269,0.4033,-0.7541,-2.7522,3.00,0.6070,1.7425,9.6315,3.00,0.2952,-0.0866,-0.2505,3.00,0.9128,1.2533,6.9573,3.00,2.6108,24.0096,-49.8126,3.00,344.2995,0.0039,-0.0913,-0.9236,0.3723,0.00,3.00,0.0862,0.0388,0.6842,0.7232,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375289,0.3350,-0.5557,-2.6589,3.00,0.5781,1.8099,9.6208,3.00,0.3251,0.1095,-0.2676,3.00,0.5584,1.4628,6.7861,3.00,2.3912,23.6924,-50.0322,3.00,349.0723,0.0045,-0.0944,-0.9236,0.3715,0.00,3.00,0.0878,0.0420,0.6820,0.7248,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375309,0.0422,-0.3977,-2.8092,3.00,0.5172,1.8641,9.6140,3.00,0.2573,0.2677,-0.2358,3.00,0.2101,1.7585,6.5036,3.00,2.1716,23.3630,-50.2396,3.00,353.9252,0.0070,-0.0971,-0.9238,0.3704,0.00,3.00,0.0878,0.0459,0.6800,0.7265,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375328,-0.2168,-0.1177,-3.0774,3.00,0.4284,1.8828,9.6147,3.00,0.0747,0.4155,-0.1613,3.00,-0.0437,1.9249,6.4533,3.00,1.9276,23.0214,-50.3494,3.00,357.5079,0.0108,-0.0985,-0.9240,0.3692,0.00,3.00,0.0855,0.0497,0.6784,0.7280,3.00,116.332199,39.950713,0.2300,359.0000,1649405374000,0.0
1649405375347,-0.3703,0.0785,-3.1218,3.00,0.3282,1.8558,9.6239,3.00,-0.1562,0.4864,-0.0678,3.00,-0.3370,2.0661,6.7406,3.00,1.7934,22.6798,-50.4470,3.00,1.1432,0.0153,-0.0977,-0.9245,0.3681,0.00,3.00,0.0811,0.0524,0.6777,0.7290,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375366,-0.5722,0.2957,-2.8374,3.00,0.2367,1.7820,9.6405,3.00,-0.3920,0.4552,0.0324,3.00,-0.6410,1.9979,7.5354,3.00,1.8544,22.5456,-50.5690,3.00,4.0190,0.0194,-0.0946,-0.9251,0.3672,0.00,3.00,0.0751,0.0532,0.6779,0.7294,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375386,-0.8129,0.3314,-2.0525,3.00,0.1732,1.6791,9.6603,3.00,-0.5325,0.3282,0.1552,3.00,-0.4686,1.7836,8.5697,3.00,2.0374,22.5456,-50.5690,3.00,1.2865,0.0223,-0.0893,-0.9258,0.3667,0.00,3.00,0.0689,0.0521,0.6788,0.7292,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375405,-0.5992,0.2241,-1.0318,3.00,0.1317,1.5721,9.6789,3.00,-0.5447,0.2262,0.1918,3.00,0.0461,1.5382,9.4591,3.00,2.2692,22.5944,-50.5690,3.00,355.2722,0.0234,-0.0832,-0.9262,0.3670,0.00,3.00,0.0634,0.0500,0.6805,0.7283,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375425,-0.0546,0.0564,-0.1543,3.00,0.1015,1.4939,9.6917,3.00,-0.3939,0.1626,0.0806,3.00,0.3070,1.5777,10.1474,3.00,2.5864,22.7408,-50.3982,3.00,352.2498,0.0234,-0.0772,-0.9265,0.3675,0.00,3.00,0.0593,0.0485,0.6823,0.7270,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375444,0.2355,0.1270,0.5262,3.00,0.0721,1.4621,9.6968,3.00,-0.1611,0.1443,-0.0605,3.00,0.0533,1.7321,10.1294,3.00,2.9280,22.9726,-50.1908,3.00,354.1402,0.0234,-0.0729,-0.9266,0.3681,0.00,3.00,0.0570,0.0485,0.6831,0.7265,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375464,0.2355,0.1270,0.5262,3.00,0.0721,1.4621,9.6968,3.00,-0.1611,0.1443,-0.0605,3.00,0.0533,1.7321,10.1294,3.00,2.9280,22.9726,-50.1908,3.00,354.1402,0.0234,-0.0729,-0.9266,0.3681,0.00,3.00,0.0570,0.0485,0.6831,0.7265,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375483,-0.5014,0.6222,0.2686,3.00,-0.0429,1.4184,9.7034,3.00,-0.1629,0.3337,-0.0330,3.00,-1.0480,2.0972,10.2815,3.00,3.6112,23.5704,-49.7882,3.00,2.5251,0.0259,-0.0694,-0.9275,0.3663,0.00,3.00,0.0514,0.0512,0.6819,0.7279,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375502,-0.9422,0.7396,0.6387,3.00,-0.1065,1.3671,9.7103,3.00,-0.2741,0.3080,0.0922,3.00,-0.7990,1.9751,10.9015,3.00,3.8918,23.9242,-49.5930,3.00,359.5468,0.0286,-0.0667,-0.9281,0.3652,0.00,3.00,0.0473,0.0517,0.6819,0.7280,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375522,-0.9422,0.7396,0.6387,3.00,-0.1433,1.3038,9.7185,3.00,-0.2741,0.3080,0.0922,3.00,-0.7990,1.9751,10.9015,3.00,3.8918,23.9242,-49.5930,3.00,359.5468,0.0286,-0.0667,-0.9281,0.3652,0.00,3.00,0.0473,0.0517,0.6819,0.7280,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375542,-0.6567,0.6795,1.2440,3.00,-0.1433,1.3038,9.7185,3.00,-0.3676,0.2738,0.2578,3.00,-0.6099,2.0769,11.4522,3.00,4.1236,24.1926,-49.4100,3.00,357.3858,0.0306,-0.0630,-0.9285,0.3646,0.00,3.00,0.0436,0.0509,0.6830,0.7273,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375562,-0.4177,0.8491,1.7771,3.00,-0.1932,1.2343,9.7267,3.00,-0.5038,0.5817,0.5034,3.00,-1.1929,1.8147,11.6030,3.00,4.4164,24.4610,-49.2270,3.00,1.1560,0.0312,-0.0593,-0.9286,0.3650,0.00,3.00,0.0391,0.0504,0.6842,0.7265,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375581,-0.8926,0.6813,1.9090,3.00,-0.3016,1.1383,9.7357,3.00,-0.5038,0.5817,0.5034,3.00,-1.1773,1.3359,12.1105,3.00,4.7458,24.6928,-49.0074,3.00,0.0350,0.0323,-0.0550,-0.9282,0.3666,0.00,3.00,0.0316,0.0512,0.6863,0.7248,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375602,-0.7705,0.3114,2.3960,3.00,-0.4080,1.0276,9.7441,3.00,-0.5777,0.5860,0.6426,3.00,-1.0456,0.2669,13.1891,3.00,5.1362,24.9856,-48.8976,3.00,357.2320,0.0359,-0.0483,-0.9269,0.3704,0.00,3.00,0.0235,0.0513,0.6905,0.7211,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375621,-0.5956,-0.6626,3.4497,3.00,-0.4506,0.9308,9.7520,3.00,-0.4837,0.2592,0.5712,3.00,-0.4160,-0.2418,13.6607,3.00,6.1000,25.6322,-48.5072,3.00,349.4319,0.0390,-0.0408,-0.9251,0.3756,0.00,3.00,0.0181,0.0496,0.6958,0.7162,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375641,-0.0011,-1.1187,3.8958,3.00,-0.4146,0.8763,9.7586,3.00,-0.2491,-0.1471,0.3097,3.00,-0.4088,-0.1987,13.1963,3.00,6.4782,25.9372,-48.3242,3.00,348.8257,0.0394,-0.0352,-0.9231,0.3809,0.00,3.00,0.0170,0.0465,0.7005,0.7120,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375660,-0.0641,-1.0869,3.4130,3.00,-0.3439,0.8861,9.7605,3.00,0.0790,-0.3413,0.1075,3.00,-0.6446,0.1867,11.8065,3.00,6.4782,25.9372,-48.3242,3.00,351.8287,0.0367,-0.0332,-0.9220,0.3841,0.00,3.00,0.0198,0.0443,0.7029,0.7097,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
1649405375680,-0.3216,-0.7607,2.0182,3.00,-0.3220,0.9443,9.7558,3.00,0.3117,-0.1092,0.0702,3.00,-0.8230,0.4621,10.4586,3.00,6.8442,26.1934,-48.2022,3.00,353.8664,0.0336,-0.0350,-0.9215,0.3854,0.00,3.00,0.0226,0.0456,0.7034,0.7090,3.00,116.332190,39.950723,0.9000,350.6000,1649405375000,0.0
