Sys_time,laccx,y,z,lacc_accu,grax,y,z,gra_accu,gyrx,y,z,gyr_accu,accx,y,z,acc_accu,magx,y,z,mag_accu,ori,rv_x,rv_y,rv_z,rv_s,rv_head_acc,rv_accu,gamerv_x,gamerv_y,gamerv_z,gamerv_s,gamerv_accu,lon,lat,speed,bearing,gps_time,step
1649405122612,0.1883,0.9237,1.2592,3.00,-0.1651,0.8644,9.7671,3.00,0.3960,-0.0780,0.3445,3.00,-0.1802,1.3467,11.3720,3.00,-0.2928,27.3036,-46.8968,3.00,1.8180,0.0266,-0.0311,-0.8906,0.4529,0.00,3.00,0.0442,0.0079,-0.0114,0.9989,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122631,-0.0874,0.3820,1.6149,3.00,-0.0928,0.9648,9.7586,3.00,0.4913,-0.3358,0.2816,3.00,-0.0102,1.4760,10.8848,3.00,-0.1830,27.2182,-46.9822,3.00,0.3906,0.0277,-0.0354,-0.8880,0.4576,0.00,3.00,0.0493,0.0043,-0.0080,0.9987,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122650,-0.0070,0.4322,1.1295,3.00,-0.0032,1.0433,9.7510,3.00,0.3826,-0.4256,0.2077,3.00,0.0174,1.6316,10.5376,3.00,-0.0732,27.1572,-47.1042,3.00,359.9926,0.0270,-0.0415,-0.8858,0.4615,0.00,3.00,0.0533,-0.0001,-0.0053,0.9986,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122670,-0.0278,0.5535,0.7820,3.00,0.0451,1.0771,9.7472,3.00,0.1578,-0.2124,0.2700,3.00,-0.2041,1.2377,9.6422,3.00,-0.0610,26.9742,-47.1774,3.00,1.8522,0.0249,-0.0471,-0.8841,0.4643,0.00,3.00,0.0550,-0.0025,-0.0034,0.9985,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122689,-0.2435,0.1907,-0.1163,3.00,0.0394,1.0462,9.7506,3.00,-0.1575,0.0643,0.3836,3.00,-0.9139,0.7601,8.7768,3.00,0.0366,26.8522,-47.2262,3.00,8.9621,0.0237,-0.0497,-0.8823,0.4675,0.00,3.00,0.0534,-0.0021,-0.0008,0.9986,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122708,-0.8922,-0.1570,-0.9899,3.00,-0.0218,0.9169,9.7637,3.00,-0.6425,0.3257,0.4252,3.00,-1.3401,0.1688,9.8062,3.00,0.1464,26.8278,-47.2994,3.00,12.7672,0.0235,-0.0480,-0.8800,0.4719,0.00,3.00,0.0468,0.0013,0.0032,0.9989,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122728,-1.2155,-0.5804,0.0261,3.00,-0.1245,0.7490,9.7772,3.00,-0.8245,0.5188,0.4404,3.00,-1.3437,-0.4537,12.0136,3.00,0.2928,26.8644,-47.2994,3.00,11.2007,0.0233,-0.0406,-0.8779,0.4765,0.00,3.00,0.0382,0.0066,0.0077,0.9992,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122747,-1.2155,-0.5804,0.0261,3.00,-0.1245,0.7490,9.7803,3.00,-0.2369,0.2769,0.4435,3.00,-0.7368,-0.9169,13.6523,3.00,0.5368,26.9986,-47.2994,3.00,4.8393,0.0233,-0.0406,-0.8779,0.4765,0.00,3.00,0.0382,0.0066,0.0077,0.9992,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122767,-0.5773,-1.7203,3.8475,3.00,-0.1793,0.6962,9.7803,3.00,0.5634,-0.0829,0.4129,3.00,-0.6290,-0.6943,12.2470,3.00,0.7930,27.1084,-47.2750,3.00,3.8299,0.0253,-0.0266,-0.8728,0.4868,0.00,3.00,0.0354,0.0096,0.0125,0.9992,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122786,-0.5773,-1.7203,3.8475,3.00,-0.1590,0.8007,9.7726,3.00,0.5634,-0.0829,0.4129,3.00,-0.6290,-0.6943,12.2470,3.00,1.0980,27.1206,-47.3116,3.00,3.1204,0.0253,-0.0266,-0.8728,0.4868,0.00,3.00,0.0407,0.0088,0.0172,0.9990,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122806,-0.5035,-1.6710,2.4459,3.00,-0.1250,0.9724,9.7575,3.00,0.8957,-0.1391,0.4624,3.00,-0.4842,0.1867,9.0653,3.00,1.3542,27.0474,-47.2872,3.00,2.3913,0.0273,-0.0315,-0.8676,0.4955,0.00,3.00,0.0495,0.0074,0.0214,0.9985,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122825,-0.4541,-0.9428,-0.7160,3.00,-0.0300,1.1249,9.7419,3.00,0.7784,-0.4366,0.4527,3.00,-0.4100,-0.1748,8.5864,3.00,1.5006,26.9254,-47.3726,3.00,1.6782,0.0304,-0.0397,-0.8637,0.5016,0.00,3.00,0.0574,0.0030,0.0260,0.9980,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122844,-0.5708,-1.4404,-1.1700,3.00,0.1603,1.2614,9.7239,3.00,0.7167,-0.9033,0.5009,3.00,-0.1179,0.2681,9.2664,3.00,1.5006,26.7424,-47.5312,3.00,358.1746,0.0304,-0.0488,-0.8608,0.5058,0.00,3.00,0.0647,-0.0062,0.0304,0.9974,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122864,-0.5303,-1.0576,-0.4715,3.00,0.4111,1.3218,9.7085,3.00,0.3410,-1.2020,0.4966,3.00,0.7739,0.8008,9.5285,3.00,1.4274,26.4984,-47.6410,3.00,350.1354,0.0259,-0.0596,-0.8576,0.5102,0.00,3.00,0.0683,-0.0186,0.0351,0.9969,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122884,-0.5303,-1.0576,-0.4715,3.00,0.4111,1.3218,9.7085,3.00,0.3410,-1.2020,0.4966,3.00,0.7739,0.8008,9.5285,3.00,1.4274,26.4984,-47.6410,3.00,350.1354,0.0259,-0.0596,-0.8576,0.5102,0.00,3.00,0.0683,-0.0186,0.0351,0.9969,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122903,0.6969,-0.1586,0.8043,3.00,0.4585,1.0839,9.7358,3.00,-0.7750,0.3178,-0.0690,3.00,0.8050,0.5949,10.9207,3.00,1.1834,25.9982,-47.7142,3.00,350.6710,0.0100,-0.0680,-0.8539,0.5159,0.00,3.00,0.0563,-0.0211,0.0412,0.9973,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122922,0.4544,-0.3528,1.1280,3.00,0.3493,0.9440,9.7549,3.00,-0.6871,0.5548,-0.0055,3.00,0.2316,0.2023,10.3988,3.00,1.1224,25.9006,-47.7142,3.00,355.3436,0.0086,-0.0595,-0.8544,0.5161,0.00,3.00,0.0489,-0.0159,0.0404,0.9979,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122942,0.0248,-0.6398,0.5896,3.00,0.2059,0.8386,9.7686,3.00,-0.5026,0.7332,0.2065,3.00,0.2173,0.3495,9.6099,3.00,1.1102,25.9372,-47.6654,3.00,355.4771,0.0097,-0.0505,-0.8543,0.5173,0.00,3.00,0.0432,-0.0088,0.0405,0.9982,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122961,0.1376,-0.4202,-0.2058,3.00,0.0793,0.7666,9.7763,3.00,-0.3438,0.6605,0.3274,3.00,0.3334,0.9445,9.0676,3.00,1.2078,26.1568,-47.6532,3.00,354.5396,0.0133,-0.0420,-0.8527,0.5206,0.00,3.00,0.0393,-0.0024,0.0429,0.9983,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405122980,0.3141,0.1986,-0.7466,3.00,0.0192,0.7431,9.7784,3.00,-0.1220,0.3239,0.2254,3.00,0.6195,1.2725,8.0597,3.00,1.2078,26.1568,-47.6532,3.00,351.6816,0.0171,-0.0354,-0.8504,0.5247,0.00,3.00,0.0379,0.0008,0.0465,0.9982,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123000,0.5206,0.5164,-1.7447,3.00,0.0986,0.7540,9.7771,3.00,0.0380,-0.3743,0.0935,3.00,0.3872,1.4927,7.2733,3.00,1.4274,26.4618,-47.4214,3.00,353.6412,0.0192,-0.0327,-0.8490,0.5271,0.00,3.00,0.0387,-0.0031,0.0489,0.9980,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123019,0.1042,0.7281,-2.5146,3.00,0.2826,0.7635,9.7728,3.00,0.0246,-0.9100,0.0177,3.00,0.3202,1.4784,7.6779,3.00,1.6348,26.8034,-47.2506,3.00,354.1612,0.0161,-0.0353,-0.8482,0.5282,0.00,3.00,0.0396,-0.0125,0.0497,0.9979,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123039,-0.1475,0.6976,-2.0913,3.00,0.4675,0.7804,9.7644,3.00,0.0625,-0.9223,-0.0079,3.00,0.3992,1.1935,9.0246,3.00,1.7934,27.0230,-47.0432,3.00,353.2972,0.0083,-0.0407,-0.8485,0.5275,0.00,3.00,0.0410,-0.0219,0.0495,0.9977,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123058,-0.2109,0.3600,-0.7289,3.00,0.6100,0.8334,9.7521,3.00,0.2555,-0.7121,0.0342,3.00,1.3018,1.2186,10.2312,3.00,1.8178,27.2060,-46.9578,3.00,346.6035,0.0007,-0.0464,-0.8487,0.5268,0.00,3.00,0.0440,-0.0290,0.0490,0.9974,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123077,0.5704,0.3139,0.4896,3.00,0.7311,0.9044,9.7375,3.00,0.3606,-0.5747,0.1826,3.00,0.5716,1.1563,9.1574,3.00,1.7080,27.3158,-47.0432,3.00,351.9944,-0.0040,-0.0526,-0.8483,0.5268,0.00,3.00,0.0480,-0.0350,0.0491,0.9970,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123097,0.5704,0.3139,0.4896,3.00,0.7311,0.9044,9.7375,3.00,0.3606,-0.5747,0.1826,3.00,0.5716,1.1563,9.1574,3.00,1.4640,27.3158,-47.1652,3.00,352.4009,-0.0040,-0.0526,-0.8483,0.5268,0.00,3.00,0.0480,-0.0350,0.0491,0.9970,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123117,0.5372,0.4180,-0.5447,3.00,0.6988,0.9982,9.7307,3.00,0.1596,0.3758,0.0629,3.00,1.2360,1.4161,9.1850,3.00,1.1590,27.2060,-47.2506,3.00,347.6209,-0.0072,-0.0590,-0.8466,0.5289,0.00,3.00,0.0512,-0.0368,0.0508,0.9967,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123136,0.5372,0.4180,-0.5447,3.00,0.6988,0.9982,9.7307,3.00,0.1596,0.3758,0.0629,3.00,1.4778,1.6795,9.6638,3.00,0.8662,27.0596,-47.3360,3.00,346.9518,-0.0070,-0.0627,-0.8444,0.5320,0.00,3.00,0.0528,-0.0329,0.0529,0.9967,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123157,0.9287,0.6714,-0.0746,3.00,0.5491,1.0081,9.7392,3.00,0.0295,0.7656,-0.0568,3.00,0.5728,1.6962,9.2891,3.00,0.6344,26.9742,-47.4580,3.00,354.2057,-0.0029,-0.0622,-0.8431,0.5341,0.00,3.00,0.0529,-0.0252,0.0538,0.9968,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123176,0.1262,0.6782,-0.4516,3.00,0.4467,1.0183,9.7434,3.00,0.0276,0.5041,-0.1008,3.00,0.0784,0.9828,9.9188,3.00,0.5368,26.8644,-47.4946,3.00,358.3368,0.0039,-0.0585,-0.8433,0.5343,0.00,3.00,0.0532,-0.0200,0.0537,0.9969,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123196,-0.3033,-0.0222,0.1731,3.00,0.3818,1.0051,9.7475,3.00,-0.0701,0.3031,-0.1277,3.00,0.1622,1.3778,11.1218,3.00,0.5856,26.8278,-47.7142,3.00,357.7414,0.0085,-0.0561,-0.8439,0.5334,0.00,3.00,0.0523,-0.0167,0.0530,0.9971,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123215,-0.1889,0.3379,1.3716,3.00,0.3509,1.0394,9.7451,3.00,0.1584,0.1266,-0.2040,3.00,-0.2185,0.9696,11.1649,3.00,0.7320,26.7424,-47.8606,3.00,0.3805,0.0109,-0.0538,-0.8446,0.5327,0.00,3.00,0.0539,-0.0151,0.0518,0.9971,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123234,-0.5788,-0.1096,1.4124,3.00,0.3599,1.0779,9.7406,3.00,0.1926,-0.0799,-0.1765,3.00,-0.4579,0.8870,10.5759,3.00,0.9028,26.6448,-47.8972,3.00,2.1927,0.0131,-0.0545,-0.8455,0.5310,0.00,3.00,0.0559,-0.0156,0.0498,0.9971,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123254,-0.8503,-0.2172,0.8236,3.00,0.3918,1.1025,9.7366,3.00,0.1272,-0.1904,-0.0812,3.00,-0.4782,1.1121,10.5472,3.00,1.0980,26.5594,-47.8606,3.00,1.9518,0.0136,-0.0564,-0.8463,0.5295,0.00,3.00,0.0572,-0.0173,0.0480,0.9971,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123273,-0.9322,-0.0111,0.7960,3.00,0.4531,1.1210,9.7318,3.00,0.0948,-0.3303,0.0024,3.00,-0.0413,1.2940,10.4850,3.00,1.1712,26.5106,-47.9094,3.00,358.2512,0.0128,-0.0584,-0.8468,0.5285,0.00,3.00,0.0583,-0.0204,0.0471,0.9970,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123293,-0.5963,0.1697,0.7355,3.00,0.5537,1.1216,9.7265,3.00,0.0014,-0.5185,0.0043,3.00,0.1323,1.0546,10.0911,3.00,1.1346,26.4130,-47.8606,3.00,356.7724,0.0107,-0.0608,-0.8470,0.5280,0.00,3.00,0.0586,-0.0256,0.0470,0.9968,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123312,-0.5445,-0.0268,0.3430,3.00,0.6751,1.0787,9.7237,3.00,-0.2094,-0.6150,0.0568,3.00,0.5034,0.8978,10.6585,3.00,1.0126,26.3398,-47.8972,3.00,353.8294,0.0063,-0.0636,-0.8472,0.5275,0.00,3.00,0.0567,-0.0319,0.0468,0.9968,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123331,-0.2598,-0.1189,0.9054,3.00,0.7609,1.0137,9.7244,3.00,-0.3120,-0.4256,0.1087,3.00,0.9594,0.7721,11.0847,3.00,0.7808,26.3642,-47.9094,3.00,350.5833,-0.0001,-0.0650,-0.8470,0.5275,0.00,3.00,0.0536,-0.0364,0.0470,0.9968,3.00,116.331995,39.951334,0.3500,344.3000,1649405122000,0.0
1649405123351,0.1690,-0.1827,1.3208,3.00,0.7875,0.9514,9.7286,3.00,-0.2894,-0.1135,0.1826,3.00,1.2515,0.6093,11.1541,3.00,0.5002,26.4252,-47.7996,3.00,348.6231,-0.0055,-0.0645,-0.8463,0.5287,0.00,3.00,0.0505,-0.0379,0.0477,0.9969,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123370,0.4797,-0.3159,1.3789,3.00,0.7685,0.9212,9.7330,3.00,-0.1245,0.1229,0.1900,3.00,1.3341,0.6883,10.6478,3.00,0.2440,26.4862,-47.7020,3.00,348.1662,-0.0082,-0.0626,-0.8447,0.5315,0.00,3.00,0.0489,-0.0369,0.0493,0.9969,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123389,0.4797,-0.3159,1.3789,3.00,0.7685,0.9212,9.7330,3.00,-0.1245,0.1229,0.1900,3.00,1.3341,0.6883,10.6478,3.00,0.2440,26.4862,-47.7020,3.00,348.1662,-0.0082,-0.0626,-0.8447,0.5315,0.00,3.00,0.0489,-0.0369,0.0493,0.9969,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123409,0.5315,-0.1328,-0.2237,3.00,0.7238,0.9566,9.7330,3.00,0.1492,0.0399,-0.0006,3.00,1.2036,0.8475,9.0269,3.00,-0.1098,26.6082,-47.6532,3.00,348.6633,-0.0058,-0.0600,-0.8404,0.5387,0.00,3.00,0.0508,-0.0343,0.0528,0.9967,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123429,0.4573,-0.1484,-0.7431,3.00,0.7431,0.9916,9.7280,3.00,0.1614,-0.1043,-0.2046,3.00,1.2922,0.6632,8.8486,3.00,-0.1952,26.7180,-47.5800,3.00,347.4947,-0.0046,-0.0611,-0.8392,0.5403,0.00,3.00,0.0526,-0.0352,0.0528,0.9966,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123448,0.4955,-0.3508,-0.9110,3.00,0.7937,1.0100,9.7222,3.00,0.0661,-0.2808,-0.4105,3.00,0.9271,0.4250,8.8606,3.00,-0.3172,26.8278,-47.5922,3.00,350.9317,-0.0045,-0.0631,-0.8394,0.5398,0.00,3.00,0.0536,-0.0379,0.0508,0.9966,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123468,0.4955,-0.3508,-0.9110,3.00,0.7937,1.0100,9.7222,3.00,-0.0976,-0.2998,-0.4911,3.00,0.4279,0.1520,9.1395,3.00,-0.5002,26.8888,-47.5068,3.00,356.4386,-0.0045,-0.0631,-0.8394,0.5398,0.00,3.00,0.0536,-0.0379,0.0508,0.9966,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123487,-0.4349,-0.8066,-0.6117,3.00,0.8603,0.9558,9.7220,3.00,-0.2210,-0.1312,-0.4105,3.00,0.2424,0.0970,9.8266,3.00,-0.6466,26.9254,-47.5190,3.00,358.9011,-0.0064,-0.0653,-0.8406,0.5376,0.00,3.00,0.0529,-0.0407,0.0465,0.9967,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123507,-0.4349,-0.8066,-0.6117,3.00,0.8603,0.9558,9.7220,3.00,-0.2210,-0.1312,-0.4105,3.00,0.2424,0.0970,9.8266,3.00,-0.7442,26.9254,-47.5068,3.00,359.1057,-0.0091,-0.0661,-0.8424,0.5347,0.00,3.00,0.0506,-0.0419,0.0413,0.9970,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123527,-0.5831,-0.8269,0.0691,3.00,0.8230,0.9211,9.7285,3.00,-0.1758,0.1461,-0.2639,3.00,0.3968,0.3172,10.0229,3.00,-0.8540,26.9620,-47.4946,3.00,357.9355,-0.0111,-0.0648,-0.8437,0.5328,0.00,3.00,0.0486,-0.0403,0.0369,0.9973,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123546,-0.3366,-0.5933,0.2559,3.00,0.7312,0.9077,9.7371,3.00,-0.0646,0.4351,-0.1600,3.00,0.5848,0.7577,9.2963,3.00,-0.9760,27.0352,-47.4946,3.00,356.2701,-0.0103,-0.0623,-0.8429,0.5343,0.00,3.00,0.0476,-0.0357,0.0342,0.9976,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123565,-0.0408,-0.1472,-0.4762,3.00,0.6238,0.9024,9.7451,3.00,-0.0322,0.5255,-0.1148,3.00,0.5488,1.2222,8.4320,3.00,-1.0004,27.0962,-47.4214,3.00,356.4545,-0.0067,-0.0592,-0.8426,0.5353,0.00,3.00,0.0471,-0.0303,0.0327,0.9979,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123585,0.0271,0.3332,-1.3415,3.00,0.5206,0.8871,9.7526,3.00,-0.0921,0.5102,-0.0745,3.00,0.3046,1.5083,7.9963,3.00,-0.9638,27.1694,-47.4458,3.00,358.6388,-0.0021,-0.0560,-0.8422,0.5363,0.00,3.00,0.0461,-0.0251,0.0318,0.9981,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123604,-0.1249,0.6379,-1.7747,3.00,0.4290,0.8693,9.7586,3.00,-0.1080,0.4565,0.0104,3.00,0.1287,1.8339,8.2716,3.00,-0.7930,27.2792,-47.4214,3.00,0.0858,0.0020,-0.0525,-0.8419,0.5371,0.00,3.00,0.0450,-0.0205,0.0312,0.9983,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123624,-0.2447,0.9510,-1.4934,3.00,0.3732,0.8824,9.7597,3.00,0.0423,0.2818,0.0947,3.00,0.3717,1.9691,8.5374,3.00,-0.5124,27.3036,-47.4336,3.00,357.6155,0.0055,-0.0492,-0.8415,0.5380,0.00,3.00,0.0456,-0.0176,0.0315,0.9983,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123643,0.0055,1.0320,-1.2173,3.00,0.3662,0.9372,9.7549,3.00,0.2476,0.0435,0.0819,3.00,0.8792,2.0841,8.4500,3.00,-0.2318,27.2792,-47.4336,3.00,352.9333,0.0083,-0.0482,-0.8408,0.5391,0.00,3.00,0.0484,-0.0171,0.0326,0.9981,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
1649405123662,0.4850,1.0750,-1.2906,3.00,0.3945,1.0097,9.7466,3.00,0.3288,-0.1355,-0.0745,3.00,1.0947,2.3007,8.2596,3.00,-0.0488,27.2548,-47.5190,3.00,350.9312,0.0101,-0.0504,-0.8402,0.5398,0.00,3.00,0.0522,-0.0184,0.0335,0.9979,3.00,116.331994,39.951348,0.9200,344.3000,1649405123000,0.0
